cultivo_nombre,anio,campania,provincia_nombre,provincia_id,departamento_nombre,departamento_id,superficie_sembrada_ha,superficie_cosechada_ha,produccion_tm,rendimiento_kgxha
maíz,1923,1923/1924,Buenos Aires,06,Pellegrini,06616,24000,,11520,480
maíz,1923,1923/1924,Buenos Aires,06,Pergamino,06623,110000,,315000,2864
maíz,1923,1923/1924,Buenos Aires,06,Pila,06630,3000,,3375,1125
maíz,1923,1923/1924,Buenos Aires,06,Pilar,06638,9000,,15600,1733
maíz,1923,1923/1924,Buenos Aires,06,Puán,06651,15000,,10100,673
maíz,1923,1923/1924,Buenos Aires,06,Quilmes,06658,230,,221,960
maíz,1923,1923/1924,Buenos Aires,06,Ramallo,06665,57000,,109440,1920
maíz,1923,1923/1924,Buenos Aires,06,Rauch,06672,3300,,3465,1050
maíz,1923,1923/1924,Buenos Aires,06,Rivadavia,06679,21000,,11530,549
maíz,1923,1923/1924,Buenos Aires,06,Rojas,06686,47000,,135320,2879
maíz,1923,1923/1924,Buenos Aires,06,Roque Pérez,06693,9000,,17200,1911
maíz,1923,1923/1924,Buenos Aires,06,Saavedra,06700,5000,,2500,500
maíz,1923,1923/1924,Buenos Aires,06,Saladillo,06707,22500,,38300,1702
maíz,1923,1923/1924,Buenos Aires,06,Salto,06714,40000,,88320,2208
maíz,1923,1923/1924,Buenos Aires,06,San Andrés de Giles,06728,16000,,30720,1920
maíz,1923,1923/1924,Buenos Aires,06,San Antonio de Areco,06735,15000,,43200,2880
maíz,1923,1923/1924,Buenos Aires,06,San Nicolás,06763,29000,,69600,2400
maíz,1923,1923/1924,Buenos Aires,06,San Pedro,06770,56000,,134500,2402
maíz,1923,1923/1924,Buenos Aires,06,San Vicente,06778,3000,,3375,1125
maíz,1923,1923/1924,Buenos Aires,06,Suipacha,06784,4800,,15480,3225
maíz,1923,1923/1924,Buenos Aires,06,Tandil,06791,4100,,1804,440
maíz,1923,1923/1924,Buenos Aires,06,Tapalqué,06798,2500,,2400,960
maíz,1923,1923/1924,Buenos Aires,06,Tordillo,06812,1500,,1460,975
maíz,1923,1923/1924,Buenos Aires,06,Tornquist,06819,4000,,2000,500
maíz,1923,1923/1924,Buenos Aires,06,Trenque Lauquen,06826,25000,,12020,481
maíz,1923,1923/1924,Buenos Aires,06,Tres Arroyos,06833,5000,,4250,850
maíz,1923,1923/1924,Buenos Aires,06,Villarino,06875,2000,,1000,500
maíz,1923,1923/1924,Buenos Aires,06,Zárate,06882,20000,,34600,1730
maíz,1923,1923/1924,Catamarca,10,,,6000,,12000,2000
maíz,1923,1923/1924,Chaco,22,,,47000,,94000,2000
maíz,1923,1923/1924,Córdoba,14,General Roca,14035,42000,,34200,814
maíz,1923,1923/1924,Córdoba,14,Juárez Celman,14056,85000,,120000,1412
maíz,1923,1923/1924,Córdoba,14,Marcos Juárez,14063,121000,,236000,1950
maíz,1923,1923/1924,Córdoba,14,otros departamentos,,50100,,10500,210
maíz,1923,1923/1924,Córdoba,14,Río Cuarto,14098,65000,,45000,692
maíz,1923,1923/1924,Córdoba,14,Río Segundo,14119,70000,,84500,1207
maíz,1923,1923/1924,Córdoba,14,San Justo,14140,25000,,17500,700
